age_from,age_to,node,knn_stability
6,7,I70-I79,0.42857142857142855
6,7,K80-K87,0.5151515151515151
6,7,L40-L45,0.35135135135135137
6,7,G80-G83,0.42857142857142855
6,7,J20-J22,0.42857142857142855
6,7,K40-K46,0.6666666666666666
6,7,B65-B83,0.19047619047619047
6,7,F80-F89,0.041666666666666664
6,7,F40-F48,0.42857142857142855
6,7,I95-I99,0.5151515151515151
6,7,J90-J94,0.5625
6,7,F70-F79,0.35135135135135137
6,7,J30-J39,0.3157894736842105
6,7,N40-N51,0.42857142857142855
6,7,J95-J99,0.5151515151515151
6,7,M60-M79,0.47058823529411764
6,7,H46-H48,0.5625
6,7,H15-H22,0.6129032258064516
6,7,F30-F39,0.47058823529411764
6,7,H80-H83,0.3888888888888889
6,7,N70-N77,0.041666666666666664
6,7,K55-K64,0.5151515151515151
6,7,M40-M54,0.42857142857142855
6,7,I26-I28,0.6666666666666666
6,7,E65-E68,0.47058823529411764
6,7,B15-B19,0.3888888888888889
6,7,N00-N08,0.3888888888888889
6,7,J09-J18,0.47058823529411764
6,7,M80-M94,0.5625
6,7,F99-F99,0.06382978723404255
6,7,D65-D69,0.5625
6,7,A30-A49,0.5151515151515151
6,7,B25-B34,0.47058823529411764
6,7,K65-K67,0.5151515151515151
6,7,F00-F09,0.47058823529411764
6,7,L55-L59,0.5151515151515151
6,7,A70-A74,0.1111111111111111
6,7,K20-K31,0.5625
6,7,D70-D77,0.47058823529411764
6,7,H90-H95,0.42857142857142855
6,7,K90-K93,0.5625
